seed,edge_submission,edge_normalizer,avg_fee_bps_submission,avg_bid_fee_bps_submission,avg_ask_fee_bps_submission,arb_volume_y_submission,retail_volume_y_submission,arb_trade_count_submission,retail_trade_count_submission
20260336,252.3021525555996,733.7034790235141,350.9000588929906,378.14872122251273,323.65139656346844,278.2800203847006,8081.045359718222,16,352
20260337,133.7980062754279,627.2785809781296,483.94893635107604,149.14806701035457,818.7498056917975,22.844518406877192,3742.630173025322,7,145
20260338,232.3649796621328,627.1560417960785,352.94480643110757,642.9852246282052,62.90438823400992,484.7595417553956,8770.200467317383,56,389
20260339,195.3426242109917,752.3171740269062,388.09318588232367,582.2566390393337,193.9297327253137,528.0427579613046,8814.600756321013,47,541
20260340,232.2386574247392,812.2379642172181,465.2871620405995,74.40695946485982,856.1673646163392,562.0320048294438,7159.970501109556,38,315
20260341,179.4339181589634,733.2241550494053,549.4494737895986,147.03328682989408,951.8656607493032,106.01348904364212,3878.3371449057017,11,111
20260342,252.94133701946356,926.9555501067664,567.3792993222663,584.221859545114,550.5367390994187,500.2983239662787,6736.9999608043945,20,223
20260343,155.13825390547188,859.9779892175848,488.265034215278,819.6589878713097,156.87108055924625,295.9556050116271,5267.82940706193,14,233
20260344,155.90152658241823,647.1938560599185,441.8893541243591,31.103799999999993,852.6749082487182,78.19917234718014,4313.048243130159,4,167
20260345,276.0875922901538,656.7305107108914,568.7204050438031,431.3529077370749,706.0879023505313,563.1779817443804,6207.453796180906,22,213
20260346,203.68569873029574,783.0532547756244,503.1017779371509,75.60580583705764,930.5977500372442,338.11339252933897,4709.852180047723,14,194
20260347,232.45382658252387,629.7303525070947,474.03969968601604,916.2620553507171,31.817344021314934,721.8692418062378,4919.722588550029,26,190
20260348,207.02695476471098,587.9049019289054,393.2902295787163,589.8091385300592,196.77132062737343,846.396766778211,6936.317708388368,58,304
20260349,133.40462642704932,659.9664615600894,550.7671734802508,782.4513550242195,319.08299193628204,139.56160304514347,3441.2585537107757,17,127
20260350,218.47884988441842,835.9585939567193,457.9934005214925,545.1222290325993,370.86457201038564,347.5503299001889,6147.080399785223,25,248
20260351,111.06541303563151,708.5070721834686,544.614469803038,794.8675506245733,294.3613889815026,111.76331985861236,3459.3065865084013,18,154
20260352,243.86361567629797,746.4072334766554,543.662666094192,220.5708615547822,866.7544706336017,136.4659641081612,6050.940525312472,17,224
20260353,179.14264640749263,782.9687910521321,430.6962248361052,791.2396067903275,70.15284288188303,225.71387365054554,6308.93385730457,30,317
20260354,192.85382004115357,626.3087390331427,380.0280762738099,457.53283757485264,302.52331497276725,324.05222671789323,6878.552969551735,17,343
20260355,118.53253229386206,577.3562915985107,438.5523138239406,830.7666364702085,46.33799117767278,307.9034286866485,3632.0437692406294,14,164
20260356,160.70879222355347,573.6767538043309,468.0695180156414,433.9078418806707,502.23119415061205,654.1897393550281,4285.706934819608,59,191
20260357,164.4527334452854,636.4655074362973,467.76120043445485,131.31009845443506,804.2123024144746,160.62852156247965,4518.55429009719,22,199
20260358,112.37142645144715,602.4194645455254,433.21175947260565,732.5357322123117,133.8877867328996,180.4962329157266,3847.393336442473,21,181
20260359,244.61832137687566,629.2283069343766,425.98293283375233,750.0940832600616,101.87178240744309,1220.1141540871672,5922.619241789136,28,212
20260360,218.9116165854858,842.0845538070446,394.12184700828533,715.7154070672219,72.52828694934877,642.7504339708565,8227.44606419494,32,362
20260361,273.75361566802104,805.1552593361615,392.4602330571844,696.9094498175867,88.01101629678207,1084.4180100195604,9631.22872141124,64,504
20260362,231.49842624028418,825.64682692496,334.23722860075804,639.0073771522601,29.46708004925595,332.5697219568499,9199.075886421086,41,473
20260363,251.9169363446799,926.8276132051494,445.62479159060416,802.2475868817794,89.00199629942888,511.92779944725544,8218.757050519827,32,338
20260364,311.0555770227627,566.62062220692,289.0989345479444,314.8372087805199,263.3606603153688,1092.7011697123135,10799.411675908475,114,504
20260365,116.12713477541506,602.4008628449315,580.969312979259,477.6512273867419,684.2873985717761,56.49761238571438,3028.829757483534,18,130
20260366,125.43791828488277,660.2567843396831,567.2395757756133,319.84950635983614,814.6296451913904,62.368589297403936,3265.0327968191345,12,132
20260367,216.27283619288028,586.883243621358,397.9633340500063,343.586925999766,452.3397421002467,867.908755728316,7508.775857275901,58,357
20260368,244.30474404333074,782.4621381993702,389.26060156312553,402.7263932890173,375.79480983723374,483.04915165916293,7646.447188683871,30,326
20260369,139.43427797312268,690.22646783002,484.76748940269545,689.1011336424115,280.4338451629794,374.362110910105,5277.671623001601,53,241
20260370,93.04866820686505,788.2717559664981,506.6890605395276,51.7274,961.6507210790552,0.0,2548.247354716927,0,87
20260371,96.52926304999193,625.5414417199437,493.1595604977707,173.55512071353562,812.7640002820058,148.61604904182207,4160.627294586736,24,240
20260372,140.69402617976266,718.9683967871679,502.44907837742346,867.8782995821651,137.01985717268178,66.89167501701591,3774.3676193082056,10,137
20260373,337.7771295486312,560.5408236402344,533.3368814124165,632.8669768570976,433.8067859677354,1257.9768505151224,7555.856629924048,68,317
20260374,177.30474907813516,591.2244946954714,479.64010948389534,794.731616591415,164.5486023763757,73.51694589345139,4719.751375280498,21,156
20260375,342.0598973657678,861.8054091785139,360.89560013678584,78.40058943096756,643.3906108426041,540.790585450574,11514.025169015707,42,492
20260376,155.37580495840157,637.1462151967137,399.51580241525727,218.0501488533031,580.9814559772115,125.48423128123324,4844.452201261977,7,215
20260377,329.462686789009,735.6837538066474,445.99812387607994,336.9010594413406,555.0951883108193,1427.407711701081,7253.112626057889,27,238
20260378,145.0022147714583,552.8107632634817,344.09893579478864,583.5225983508974,104.67527323867985,169.65502095533202,6011.645987744826,27,317
20260379,118.05737489524665,686.97956360398,476.22469688384297,892.1150119611016,60.334381806584354,122.62999228861615,3336.1061817355394,28,149
20260380,301.6050388430603,831.8038900498586,290.61348580341235,371.59123261607374,209.63573899075092,662.4493659399626,11229.067184604724,39,553
20260381,266.1258781487944,959.0254081686114,474.7006516251429,445.61107058065636,503.79023266962935,570.7977793771818,7387.862140590437,35,297
20260382,160.4530425658326,568.7975363602443,386.3355973271547,551.3930431119518,221.2781515423576,409.0150968527585,5524.346310239621,49,259
20260383,307.640975081967,727.2977944091189,266.33343782146505,309.8771441270734,222.78973151585677,1180.1876263990937,14813.82359173162,114,886
20260384,147.57463644628024,551.3534360165905,340.7523484339014,174.87711945311338,506.6275774146893,258.3295101557543,5338.243593690751,15,264
20260385,132.51271125312894,532.1734557469559,520.4400775433874,741.9287476457283,298.95140744104634,266.61836436724286,3323.016424891807,37,128
20260386,130.91309627242788,558.7584968612775,424.1926739352958,127.32723564011219,721.0581122304793,355.2874845651838,5168.810461599282,35,239
20260387,161.0242268352812,672.0219988781804,426.5852071250765,452.85484140985477,400.3155728402983,177.39504966373187,4753.162086557536,7,178
20260388,174.7654258509309,627.6926101665617,463.0153468411469,491.6857197106177,434.3449739716761,162.11059723576972,5348.951852974315,10,203
20260389,220.54484156111383,530.0344346325792,285.85024277579544,201.3003010343344,370.40018451725643,838.0007227757083,9532.911675458952,80,439
20260390,214.02948193359552,698.1890532493837,361.9713919884937,98.65025208857304,625.2925318884144,283.8165639627962,7647.483708923606,17,366
20260391,177.19127422845227,730.3146616005382,327.39119601761183,578.5397899378048,76.24260209741884,416.1403614703358,7039.838743254632,54,379
20260392,147.26163251161154,805.4523975526841,529.4016109732137,436.00600662518656,622.7972153212409,172.98061129046843,5481.384007924885,22,257
20260393,284.6451733538559,599.6562774061176,350.88373765071753,385.1774709356407,316.59000436579436,764.6595522970374,9301.251101812608,56,426
20260394,192.6902703823183,580.4100356227872,383.4116303768374,233.08681722481143,533.7364435288634,477.22001694536146,6563.411167276371,29,298
20260395,185.80476296545856,791.3651389255215,426.30785137905144,57.561837046719795,795.0538657113831,289.31781450035896,5865.613238730567,39,293
20260396,154.54242949128295,596.0144362860317,322.59387632822165,448.1960133017743,196.99173935466902,233.15887610941357,6413.64084590276,42,319
20260397,105.11629759132308,572.5776676487179,474.3254259664353,460.3905596765029,488.2602922563677,150.1019533142801,3385.931134704843,27,162
20260398,117.44310345705986,575.0426177935014,433.2617589743002,329.6928933501349,536.8306245984655,89.03747461361975,3752.8532460000442,24,166
20260399,215.0182993486497,667.4532786888938,400.43113239433427,754.5418705888053,46.320394199863244,563.5797681021778,7526.214376518076,49,382
20260400,252.80432557876458,759.5652867636492,416.02998614346825,427.76374257567534,404.2962297112612,704.4276786282758,7917.228688173501,59,369
20260401,229.58766480691747,673.8845142371605,385.0706736501695,201.024197458757,569.117149841582,285.923997396289,7491.657569577095,39,335
20260402,391.6002040945971,781.5167887715565,567.3955511761034,349.4380807276863,785.3530216245205,1724.3404004525607,6529.608766698188,15,222
20260403,284.9596168619119,834.4755938333398,385.8025587349564,484.55288826666066,287.0522292032521,909.5625812556641,9478.552675579722,57,440
20260404,132.3093256983375,619.2543141443583,459.6641959478918,851.1518632676,68.17652862818363,270.33290059909035,4806.473548167525,34,214
20260405,213.8802350001523,539.4033116286203,380.9704796916503,543.9242966450967,218.016662738204,600.3858010774611,7271.523484695243,57,291
20260406,99.62617826968253,782.1913399746197,484.4751654964193,938.8528644120513,30.097466580787366,47.74903452995474,3501.87300807875,2,172
20260407,223.62741735337863,844.1929508812848,424.5950828597943,574.965782776945,274.2243829426435,533.754845389291,7632.516251638726,27,341
20260408,326.1186064107242,649.5044296558565,281.30472611262167,238.49459656640119,324.1148556588421,1528.341855827731,13493.340619961307,109,733
20260409,241.48813934554477,658.8445586133555,473.19769143940744,8.95239137776091,937.4429915010539,210.389781025134,5922.065012236963,11,203
20260410,364.0331554298527,866.5483398894596,339.1360656247522,97.20381457126547,581.068316678239,1074.0761904113494,11775.715454016652,44,547
20260411,96.21902975349715,638.3604497849778,604.3906902288336,602.7690120142958,606.0123684433714,72.10820300083185,3143.667746630876,10,143
20260412,221.32130068669443,825.1965324167445,442.44614797817616,791.460186787568,93.43210916878435,481.5572361349898,7072.297861055253,42,350
20260413,243.36529376757522,724.9113061937784,461.7568284379118,62.50468045945591,861.0089764163677,157.18493427853355,5632.128567571795,10,165
20260414,253.599740846671,777.0141360802751,335.704135547359,549.6640105321061,121.74426056261188,429.28058522747807,11337.780096972552,53,586
20260415,140.149946450441,742.8087594722717,475.34052439159905,67.39282109815628,883.2882276850418,74.59832639479218,4560.428094630079,9,203
20260416,419.32614704277387,893.4481718719004,287.67475517912686,280.9932956983902,294.3562146598635,1256.8454483088622,15422.349442026756,74,668
20260417,292.2746882752974,680.390856841143,342.14888613441434,144.65295064682314,539.6448216220056,788.7579897539784,10306.274802053089,86,535
20260418,185.01886945098488,777.2715052326953,419.55828286839886,564.4482034686188,274.66836226817895,194.53194119927258,7456.308844571944,31,401
20260419,175.31267215048038,597.7886635204729,552.7009854507602,922.0733868665934,183.32858403492702,264.5940739826818,3962.2809738756946,28,134
20260420,178.77212313343068,688.8305977318767,376.48859601211916,144.66727933703194,608.3099126872064,222.15661640447792,7116.213224187245,38,363
20260421,168.55190034142652,617.1217594228303,436.20843656371676,326.7973584575421,545.6195146698914,507.82374795981895,5699.973186174182,24,244
20260422,228.053584854256,712.8547697846817,463.4937579016247,472.13804834851146,454.84946745473786,856.9467292804193,5691.853887854903,13,228
20260423,222.52427600729692,646.7961963263741,622.0368638528449,954.2245573239425,289.84917038174734,345.4717719459697,3820.4658244836273,14,103
20260424,304.80296378172085,841.3200652065627,427.13436109966534,307.03491660685415,547.2338055924765,424.15923239377514,9714.750993092228,46,436
20260425,190.58006845091424,646.9051419169218,448.5891942199774,340.8725199410784,556.3058684988764,574.7498469111432,7418.922314073071,63,414
20260426,105.33962541621986,624.0570864410189,418.3567254128635,568.3351584826847,268.37829234304235,344.94398225965824,3682.8311572469693,16,181
20260427,142.31793648680642,745.474487428828,446.3021335434572,740.8469685028102,151.75729858410418,336.83089966720223,5499.195714108043,48,315
20260428,103.1761169173725,558.221196822789,430.2233324121976,47.51723538673187,812.9294294376633,209.4657843136218,4402.912843141574,32,253
20260429,192.1799011037684,729.4562573176863,574.0478951579934,844.6505515688443,303.4452387471424,52.401101269851,4808.368440847172,4,162
20260430,268.41037114108104,808.9842251942387,380.11930232884697,502.35339110946825,257.88521354822575,515.4714524457343,8665.429914180893,36,342
