step,fair_price,submission_spot,normalizer_spot,internal_price_estimate,p_low,p_high,bid_fee_bps,ask_fee_bps,lambda_hat,arb_hat,stale_hat,inventory_signed,required_no_arb_bid_bps,required_no_arb_ask_bps
16,99.97388834514528,99.48255423579066,99.99376350830212,99.96897634902805,99.31343389358982,100.29464745065407,16.999999999999986,80.97074325556297,0.9043518278853668,0.44420085221680017,0.002272686401763684,0.0024387985983920276,0.0,48.65730659670997
17,100.07719565982246,99.62019290053529,99.75008883912174,99.96269782347098,98.53587473635741,101.0860853077321,16.999999999999986,80.97074325556297,0.9881628716905393,0.3038333829162913,0.002170817907869652,0.0017161036283883007,0.0,34.263273240237034
18,100.13557486812107,99.22594962514047,99.38518886225201,99.95542523169964,98.02125338013711,101.61679733723783,10.999999999999988,80.97074325556297,1.5438144278456023,0.15794474577520487,0.0023174406842034335,0.0036623685677612556,0.0,72.98009136254669
19,100.11344546636744,99.32976119577643,99.84018531334858,99.88998641335164,99.19358635603554,100.11344546636742,8.0,80.97074325556297,1.5882412334220042,0.18403420611024016,0.002550004810051555,0.002812096814189242,0.0,56.084222021710595
20,100.0115430175656,99.32976119577643,99.84018531334858,99.88998641335164,99.19358635603554,100.11344546636742,8.0,80.97074325556297,1.5882412334220042,0.18403420611024016,0.002550004810051555,0.002812096814189242,0.0,56.084222021710595
21,99.98132429804349,99.32976119577643,99.74983703636401,99.88998641335164,99.19358635603554,100.11344546636742,8.0,80.97074325556297,1.5882412334220042,0.18403420611024016,0.002550004810051555,0.002812096814189242,0.0,56.084222021710595
22,99.88417390966177,100.21370835535701,100.7286747968357,99.88285222630702,98.20945937469085,101.11665171051281,8.0,80.97074325556297,1.4878486014149106,0.16563078549921614,0.0025954225829739725,-0.0016534823391677396,33.015056969728505,0.0
23,99.92738125027716,100.00738716000518,100.22806544661701,100.02278615031479,99.92738125027718,100.82376467637216,8.0,80.97074325556297,1.448820713301718,0.24906770694929453,0.002448935228494271,7.698333733743292e-05,0.0,1.5395482271873817
24,99.75791687241569,99.83778710209738,100.05809114585327,99.97195580271443,99.7579168724157,100.6527801439972,8.0,80.97074325556297,1.4129150562375805,0.3241609362543651,0.002382576999825592,0.0006714822744203285,0.0,13.420633770716561
25,100.03476597428987,99.83778710209738,100.08746109149455,99.97195580271443,99.7579168724157,100.6527801439972,8.0,80.97074325556297,1.4129150562375805,0.3241609362543651,0.002382576999825592,0.0006714822744203285,0.0,13.420633770716561
26,100.12666195291955,100.44877981382818,100.9344267013848,99.98072119238046,99.01151560868674,101.41155412938122,47.59674535770652,74.97074325556297,1.353107844356088,0.22172608039798572,0.0024648398981574893,-0.0023352780858005105,46.596745357706524,0.0
27,99.99357893239292,100.44877981382818,100.29446231935098,99.98072119238046,99.01151560868674,101.41155412938122,47.59674535770652,74.97074325556297,1.353107844356088,0.22172608039798572,0.0024648398981574893,-0.0023352780858005105,46.596745357706524,0.0
28,100.0667984022594,100.44877981382818,100.30847235604341,99.98072119238046,99.01151560868674,101.41155412938122,47.59674535770652,74.97074325556297,1.353107844356088,0.22172608039798572,0.0024648398981574893,-0.0023352780858005105,46.596745357706524,0.0
29,100.06716708468291,100.44877981382818,100.40436088868383,99.98072119238046,99.01151560868674,101.41155412938122,47.59674535770652,74.97074325556297,1.353107844356088,0.22172608039798572,0.0024648398981574893,-0.0023352780858005105,46.596745357706524,0.0
30,99.9609806902627,100.43903782097652,100.26176598822737,100.12079222889709,99.96098069026273,101.19772468451352,49.59674535770652,71.97074325556297,1.264859216807601,0.2995534723581872,0.002507364020935666,-0.0015867863071099557,31.685448107009464,0.0
31,99.9593766071862,100.43903782097652,100.26015707842146,100.12079222889709,99.96098069026273,101.19772468451352,49.59674535770652,71.97074325556297,1.264859216807601,0.2995534723581872,0.002507364020935666,-0.0015867863071099557,31.685448107009464,0.0
32,99.93533851370407,100.43345576681016,100.33265126411476,100.13446179971318,99.19100960285587,101.98327291545108,49.59674535770652,71.97074325556297,1.2036704794629929,0.26959812512236847,0.002535810723097234,-0.0014907367575265858,29.770355387470637,0.0
33,99.76435864217486,100.22571207537126,100.0488167560448,100.05931744615864,99.76435864217487,100.98844500872626,45.59674535770652,65.97074325556297,1.3441539360626438,0.26040511758370005,0.0024058382892851956,-0.0008307891488951264,16.601990224572873,0.0
34,99.71639940972189,100.17315640012733,100.49446530322314,99.98453448359183,99.71639940972189,100.83839478539637,43.59674535770652,62.97074325556297,1.3166216211776325,0.33436460582533006,0.002374572013754031,-0.0009423665695917388,18.829587018509564,0.0
35,99.78298073759346,100.17315640012733,100.15637976598985,99.98453448359183,99.71639940972189,100.83839478539637,43.59674535770652,62.97074325556297,1.3166216211776325,0.33436460582533006,0.002374572013754031,-0.0009423665695917388,18.829587018509564,0.0
36,99.81760794956308,100.3546802320267,100.6876538311714,99.99326096019436,98.99938804504278,101.56872531051268,43.59674535770652,59.97074325556297,1.251291891483422,0.30092814524279704,0.002448572888072009,-0.0018039580026708974,36.01419196361366,0.0
37,99.79267885731696,100.2296474992487,100.0929577305085,100.04169637103347,99.79267885731696,100.83435864259816,43.59674535770652,56.97074325556297,1.2311885401647482,0.3708353307185174,0.002414276433914207,-0.0009384823838650034,18.752049209456167,0.0
38,99.7554356748064,100.16514536469583,100.02854356176287,99.99921498983191,99.7554356748064,100.76631442037707,41.59674535770651,50.97074325556297,1.3639008964222235,0.32965136621146585,0.002292938433344922,-0.000828970624790652,16.565680033685524,0.0
39,99.81790572786922,100.16514536469583,100.02854356176287,99.99921498983191,99.7554356748064,100.76631442037707,41.59674535770651,50.97074325556297,1.3639008964222235,0.32965136621146585,0.002292938433344922,-0.000828970624790652,16.565680033685524,0.0
40,99.67022798737001,99.7510696889535,99.7318087586798,99.89626429372592,99.67022798737,100.59931768291816,35.59674535770651,44.97074325556297,1.5339895209526184,0.22912596621136844,0.0020715219360601987,0.0007272554152163872,0.0,14.534537982872076
41,99.77042467088437,99.6285734686238,99.5726461109452,99.90337902500991,99.2353815242609,101.04014087333347,32.59674535770651,44.97074325556297,1.4912703592764092,0.2062133695902316,0.002112500829527176,0.0013772508761215661,0.0,27.507133298996234
42,99.79749882275844,98.99168943309836,98.96590646318992,99.9102807985004,98.79569447246635,101.48981676144501,29.59674535770651,92.94162583274655,1.4519687305342965,0.18559203263120844,0.002539952165635276,0.004618312047550055,0.0,91.94162583274657
43,99.6365310168946,98.99168943309836,99.33762142384393,99.9102807985004,98.79569447246635,101.48981676144501,29.59674535770651,92.94162583274655,1.4519687305342965,0.18559203263120844,0.002539952165635276,0.004618312047550055,0.0,91.94162583274657
44,99.80715628048948,98.99168943309836,99.50773481164799,99.9102807985004,98.79569447246635,101.48981676144501,29.59674535770651,92.94162583274655,1.4519687305342965,0.18559203263120844,0.002539952165635276,0.004618312047550055,0.0,91.94162583274657
45,99.86164820811699,98.99168943309836,99.56206326349263,99.9102807985004,98.79569447246635,101.48981676144501,29.59674535770651,92.94162583274655,1.4519687305342965,0.18559203263120844,0.002539952165635276,0.004618312047550055,0.0,91.94162583274657
46,99.90521017802705,99.15745229075407,99.78742044324697,99.79261994424473,98.86397850417723,100.08768349372811,29.59674535770651,92.94162583274655,1.355811232091553,0.2670328293680876,0.0027706681279756574,0.0031925982552064892,0.0,63.64876018342236
47,99.81547889023129,99.15745229075407,99.63305272903473,99.79261994424473,98.86397850417723,100.08768349372811,29.59674535770651,92.94162583274655,1.355811232091553,0.2670328293680876,0.0027706681279756574,0.0031925982552064892,0.0,63.64876018342236
48,99.95381959097979,99.52804464887497,100.16036725257426,99.78304498744009,98.06582279509189,100.90229508533801,29.59674535770651,92.94162583274655,1.2873463335242288,0.24032954643127882,0.0027579571659465322,0.0012794086823287565,0.0,25.55547774646616
49,100.06466462591301,99.52804464887497,100.16036725257426,99.78304498744009,98.06582279509189,100.90229508533801,29.59674535770651,92.94162583274655,1.2873463335242288,0.24032954643127882,0.0027579571659465322,0.0012794086823287565,0.0,25.55547774646616
50,100.05896070943422,99.52804464887497,100.16036725257426,99.78304498744009,98.06582279509189,100.90229508533801,29.59674535770651,92.94162583274655,1.2873463335242288,0.24032954643127882,0.0027579571659465322,0.0012794086823287565,0.0,25.55547774646616
51,100.19671398514092,99.657853487764,100.18229498286262,99.77375815711547,97.1032569390431,101.9025200737447,29.59674535770651,92.94162583274655,1.2110252935089572,0.21629659178815094,0.002662220745318195,0.0005811750123037189,0.0,11.616748881899674
52,100.2171072035316,99.657853487764,100.06751561364874,99.77375815711547,97.1032569390431,101.9025200737447,29.59674535770651,92.94162583274655,1.2110252935089572,0.21629659178815094,0.002662220745318195,0.0005811750123037189,0.0,11.616748881899674
53,100.09681750002837,99.657853487764,100.18935778690059,99.77375815711547,97.1032569390431,101.9025200737447,29.59674535770651,92.94162583274655,1.2110252935089572,0.21629659178815094,0.002662220745318195,0.0005811750123037189,0.0,11.616748881899674
54,100.14701855631931,99.657853487764,99.98711312213852,99.77375815711547,97.1032569390431,101.9025200737447,29.59674535770651,92.94162583274655,1.2110252935089572,0.21629659178815094,0.002662220745318195,0.0005811750123037189,0.0,11.616748881899674
55,100.22188389555184,99.59837213378255,99.6024005696831,99.6341726283646,99.303593367974,100.5327397620733,29.59674535770651,92.94162583274655,1.1341432700282406,0.29466693260933585,0.0025240505409207113,0.00017969200074607298,0.0,3.5931943466394056
56,100.2127152930151,99.59837213378255,99.86946126806824,99.6341726283646,99.303593367974,100.5327397620733,29.59674535770651,92.94162583274655,1.1341432700282406,0.29466693260933585,0.0025240505409207113,0.00017969200074607298,0.0,3.5931943466394056
57,100.1848701987326,99.59837213378255,99.8843155881364,99.6341726283646,99.303593367974,100.5327397620733,29.59674535770651,92.94162583274655,1.1341432700282406,0.29466693260933585,0.0025240505409207113,0.00017969200074607298,0.0,3.5931943466394056
58,100.22345094528544,99.58641730692743,99.59044525929342,99.58525629221566,99.2916739235155,100.52067278275048,29.59674535770651,92.94162583274655,1.070078475092648,0.3652002393484023,0.0023733070143886715,-5.8292160265090875e-06,0.11658364094002671,0.0
59,100.29814045087936,99.59382579446039,100.22656631961488,99.72477329013553,99.29906048433655,100.52815077193065,29.59674535770651,92.94162583274655,1.0644721970852362,0.42868021541356205,0.0023097457006189858,0.0006569757979262209,0.0,13.130889282061409
60,100.16703963150626,99.59382579446039,100.22656631961488,99.72477329013553,99.29906048433655,100.52815077193065,29.59674535770651,92.94162583274655,1.0644721970852362,0.42868021541356205,0.0023097457006189858,0.0006569757979262209,0.0,13.130889282061409
61,100.25082283968338,99.59382579446039,100.22656631961488,99.72477329013553,99.29906048433655,100.52815077193065,29.59674535770651,92.94162583274655,1.0644721970852362,0.42868021541356205,0.0023097457006189858,0.0006569757979262209,0.0,13.130889282061409
62,100.16206413652532,99.77002960527118,100.4038895903008,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
63,100.17462476823738,99.77002960527118,100.4038895903008,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
64,100.30290861472479,99.77002960527118,100.16381027934175,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
65,100.14014292516185,99.77002960527118,100.2768253662306,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
66,100.21016621821643,99.77002960527118,100.2768253662306,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
67,100.10242964423365,99.77002960527118,100.2768253662306,99.73037646827554,98.4838685459348,101.36026408451332,29.59674535770651,92.94162583274655,1.0059810879850841,0.38581219387220583,0.00219501242132215,-0.00019876218688510278,3.9744537665797885,0.0
68,100.12568855280581,99.88140914313159,99.6350727595179,99.73721785264671,97.39915502218645,102.48909163130396,54.58889763067643,89.94162583274657,0.9669586954047631,0.2638955406085888,0.002285907140419002,-0.0007223338455680395,14.436249120018951,0.0
69,100.02448641706145,99.82601246138907,99.57981270198167,99.6273812419709,99.28107326387574,100.73201255969141,54.58889763067643,89.94162583274657,0.969601999772382,0.3375059865477299,0.0022682580950184154,-0.0009958778626429157,19.89774153255075,0.0
70,100.04979316535132,99.82601246138907,99.79831237593042,99.6273812419709,99.28107326387574,100.73201255969141,54.58889763067643,89.94162583274657,0.969601999772382,0.3375059865477299,0.0022682580950184154,-0.0009958778626429157,19.89774153255075,0.0
71,100.1065932140623,99.82601246138907,99.80627343442013,99.6273812419709,99.28107326387574,100.73201255969141,54.58889763067643,89.94162583274657,0.969601999772382,0.3375059865477299,0.0022682580950184154,-0.0009958778626429157,19.89774153255075,0.0
72,99.97857251437262,99.82601246138907,99.666695073842,99.6273812419709,99.28107326387574,100.73201255969141,54.58889763067643,89.94162583274657,0.969601999772382,0.3375059865477299,0.0022682580950184154,-0.0009958778626429157,19.89774153255075,0.0
73,99.99031442271404,99.53968456348085,99.29419097131219,99.63865649608121,98.36289122213617,101.67230949292937,54.58889763067643,89.94162583274657,0.9120338397905915,0.3037553878929569,0.002191790743713618,0.0004969010790724624,0.0,9.93308582038721
74,99.998971447244,99.42646226342963,99.18124791013216,99.64959471178636,97.92260532550358,102.12945504986179,54.58889763067643,89.94162583274657,0.9190711326073442,0.27337984910366125,0.002194784179921733,0.001120840204226634,0.0,22.39170655958023
75,99.98228289548332,99.42646226342963,99.68233604679688,99.64959471178636,97.92260532550358,102.12945504986179,54.58889763067643,89.94162583274657,0.9190711326073442,0.27337984910366125,0.002194784179921733,0.001120840204226634,0.0,22.39170655958023
76,99.90901844802292,99.51637028512458,100.11830145511782,99.66020592830876,97.30333260286032,102.7794429176868,54.58889763067643,89.94162583274657,0.8855454419987567,0.24604186419329513,0.0021497553120848095,0.0007221513991184593,0.0,14.432605456147218
77,99.78002056570897,99.51637028512458,99.92506214694438,99.66020592830876,97.30333260286032,102.7794429176868,54.58889763067643,89.94162583274657,0.8855454419987567,0.24604186419329513,0.0021497553120848095,0.0007221513991184593,0.0,14.432605456147218
78,99.68988414871204,99.51637028512458,99.92506214694438,99.66020592830876,97.30333260286032,102.7794429176868,54.58889763067643,89.94162583274657,0.8855454419987567,0.24604186419329513,0.0021497553120848095,0.0007221513991184593,0.0,14.432605456147218
79,99.67504948404012,99.70705379307314,100.31013832453553,99.67049988793411,96.56624391867503,103.56395685617336,54.58889763067643,89.94162583274657,0.8413684733055229,0.2214376777739656,0.002042770808320324,-0.00018334012261748072,3.666130303570103,0.0
80,99.58957139687402,99.70705379307314,99.72859056933757,99.67049988793411,96.56624391867503,103.56395685617336,54.58889763067643,89.94162583274657,0.8413684733055229,0.2214376777739656,0.002042770808320324,-0.00018334012261748072,3.666130303570103,0.0
81,99.61749865442795,100.02261227350023,100.62760548073915,99.68048604466999,95.99833889803807,104.1766184056416,54.58889763067643,89.94162583274657,0.8140589954410812,0.19929390999656907,0.002125785684854286,-0.0017131743659037663,34.204888380113815,0.0
82,99.54824823535807,99.5807133124942,99.33511853158835,99.66531020276925,99.3158731735824,100.76732105129415,54.58889763067643,89.94162583274657,1.0645687351285198,0.21231703443765326,0.0020161543979451504,0.0004245850872329597,0.0,8.488097824903562
83,99.49061039623103,99.56795224225529,99.32238893383193,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
84,99.43383804117872,99.56795224225529,99.66293174175095,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
85,99.4773369390157,99.56795224225529,99.77800789092629,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
86,99.49035064426421,99.56795224225529,99.77800789092629,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
87,99.42576441344465,99.56795224225529,99.81039758723736,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
88,99.67132778902716,99.56795224225529,99.81039758723736,99.52587639492505,99.02442176703043,100.47161023975505,54.58889763067643,89.94162583274657,1.0594032363182382,0.29108533099388795,0.0019205455472432707,-0.00021133677331061675,4.225842390317425,0.0
89,99.51823155850371,99.72743671275275,100.3306445316166,99.53245481104712,98.08111199632854,101.43791098500823,54.58889763067643,89.94162583274657,0.9879843107461125,0.2619767978944992,0.0019227365241865327,-0.0009785306024937344,19.55148032804943,0.0
90,99.54637857434544,99.72743671275275,99.8459163233154,99.53245481104712,98.08111199632854,101.43791098500823,54.58889763067643,89.94162583274657,0.9879843107461125,0.2619767978944992,0.0019227365241865327,-0.0009785306024937344,19.55148032804943,0.0
91,99.47737264894643,99.72743671275275,99.8446715278201,99.53245481104712,98.08111199632854,101.43791098500823,54.58889763067643,89.94162583274657,0.9879843107461125,0.2619767978944992,0.0019227365241865327,-0.0009785306024937344,19.55148032804943,0.0
92,99.70900155017213,99.72743671275275,99.73584915389638,99.53245481104712,98.08111199632854,101.43791098500823,54.58889763067643,89.94162583274657,0.9879843107461125,0.2619767978944992,0.0019227365241865327,-0.0009785306024937344,19.55148032804943,0.0
93,99.6566020307155,99.70258257210504,99.7744999802137,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
94,99.51950075643003,99.70258257210504,99.7744999802137,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
95,99.48324643001028,99.70258257210504,99.7744999802137,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
96,99.34611993915667,99.70258257210504,99.64505510447009,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
97,99.37388032449554,99.70258257210504,99.64505510447009,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
98,99.43433311412235,99.70258257210504,99.64505510447009,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
99,99.41507997406693,99.70258257210504,99.64505510447009,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
100,99.35069861072829,99.70258257210504,99.6859676722014,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
101,99.31230012895084,99.70258257210504,99.61113352953944,99.5041969502903,99.15831716475076,100.607462446439,54.58889763067643,89.94162583274657,0.9289455658864235,0.33577911810504923,0.0019268777157598945,-0.0009958778626429255,19.89774153254853,0.0
102,99.27529267715619,99.44648822624171,99.20122448313984,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
103,99.35915560828562,99.44648822624171,99.42454271175644,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
104,99.30831015373661,99.44648822624171,99.42454271175644,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
105,99.39625841518132,99.44648822624171,99.36614810103087,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
106,99.66757437725408,99.44648822624171,99.51947145075489,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
107,99.62942520424441,99.44648822624171,99.51947145075489,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
108,99.72559156345892,99.44648822624171,99.51947145075489,99.51545826311083,98.00123631569602,101.79531448224157,54.58889763067643,89.94162583274657,0.8635188095043985,0.30220120629454433,0.0018528629809701311,0.0003466493874134731,0.0,6.930585265132461
109,99.88784049439312,99.49885748249436,100.10068272517387,99.52638295425751,97.03089654425192,102.81329994570403,54.58889763067643,89.94162583274657,0.8058658761726182,0.2719810856650899,0.0017582873716499667,0.00013830141193526386,0.0,2.7656457459934725
110,99.88725576174753,99.50625702259316,100.10812702186718,99.66581747178144,98.96306333477135,100.40935508712856,54.58889763067643,89.94162583274657,0.8213966060788087,0.3447829770985809,0.001748924379332456,0.0008011185784620519,0.0,16.00954602448912
111,99.80944283212469,99.5282609934125,100.05097118073249,99.80544733433952,98.98494718833965,100.43155876140428,54.58889763067643,89.94162583274657,0.835684877592504,0.41030467938872284,0.0018108567415368745,0.0013905643117382493,0.0,27.7726665558109
112,99.82918781193709,99.5282609934125,100.05097118073249,99.80544733433952,98.98494718833965,100.43155876140428,54.58889763067643,89.94162583274657,0.835684877592504,0.41030467938872284,0.0018108567415368745,0.0013905643117382493,0.0,27.7726665558109
113,99.75052490525316,99.5282609934125,99.82687309634164,99.80544733433952,98.98494718833965,100.43155876140428,54.58889763067643,89.94162583274657,0.835684877592504,0.41030467938872284,0.0018108567415368745,0.0013905643117382493,0.0,27.7726665558109
114,99.86101415861818,99.01441330189866,98.77021518026957,99.80245134372407,98.35813872474445,101.07158054160364,51.58889763067643,89.94162583274657,0.7954967540517703,0.36927421144985056,0.0021778443649951517,0.003963637809247327,0.0,78.9597881830939
115,99.97615891568682,99.07695708794783,99.61479602234343,99.66282567261815,98.56582998827093,99.97615891568684,51.58889763067643,89.94162583274657,0.8118570137276288,0.43234679030486556,0.0024009248888823757,0.0029479180088272973,0.0,58.78506662000738
116,100.08885045006282,99.18863505634188,99.78858389871266,99.74815832755874,98.67693182233708,100.08885045006282,51.58889763067643,89.94162583274657,0.8269084526294185,0.48911211127437904,0.002594378452823319,0.002812568060937309,0.0,56.093594167367925
117,99.91991129381049,99.18863505634188,99.78858389871266,99.74815832755874,98.67693182233708,100.08885045006282,51.58889763067643,89.94162583274657,0.8269084526294185,0.48911211127437904,0.002594378452823319,0.002812568060937309,0.0,56.093594167367925
118,99.91024124390898,99.18863505634188,99.78858389871266,99.74815832755874,98.67693182233708,100.08885045006282,51.58889763067643,89.94162583274657,0.8269084526294185,0.48911211127437904,0.002594378452823319,0.002812568060937309,0.0,56.093594167367925
